lat,link,lng,search_string,year
44.3988661,http://publications.americanalpineclub.org/articles/12197719001/North-America-United-States-Wyoming-The-Innominate-Northwest-Face-and-Ridge-Bighorn-Mountains,-107.181271,"Wyoming, Bighorn Mountains",1977
42.9166847,http://publications.americanalpineclub.org/articles/12197919901/North-America-United-States-Wyoming-Mount-Roberts-East-Face-Wind-River-Range,-109.3029638,"Mount Roberts, WY",1979
48.973398,http://publications.americanalpineclub.org/articles/12198053602/North-America-United-States-Washington-Cascade-Range-Castle-Peak-North-Face,-120.8761851,"Castle Peak, WA",1980
52.089425,http://publications.americanalpineclub.org/articles/12198216203/North-America-Canada-Canadian-Coast-Range-Doubtful-Tower-Bella-Coola-Icecap-1976,-126.1976956,"Ape Lake, Canada",1982
36.9185529,http://publications.americanalpineclub.org/articles/12198315402/North-America-United-States-CaliforniaSierra-Nevada-Finger-Dome-South-Face-1981,-118.7809375,Tehepite Dome,1983
51.5700397,http://publications.americanalpineclub.org/articles/12198521502/North-America-Canada-British-ColumbiaCoast-Range-Athena-Tower-East-Buttress-Manitou-Peak-Northwest-Face-Pantheon-Range,-125.2884385,"Manitou Peak, Canada",1985
51.7260105,http://publications.americanalpineclub.org/articles/12198521701/North-America-Canada-British-Columbia-Selkirks-East-Peak-of-the-Gothics-Southwest-Face-Adamant-Peaks,-117.8905373,"Canada, Southwest Face",1985
51.1514123,http://publications.americanalpineclub.org/articles/12199118502/North-America-Canada-Interior-Ranges-Mount-Dawson-North-Face-Selkirk-Range-1988,-117.438108,"Mount Dawson, Canada",1991
43.799956,http://publications.americanalpineclub.org/articles/12200019701/North-America-Contiguous-United-States-Wyoming-Wind-River-Mountains-Cathedral-Peak-South-Tower-Direct,-109.6671067,"Wyoming, Cathedral Peak",2000
63.6375,http://publications.americanalpineclub.org/articles/12200021500/North-America-United-States-Alaska-Ruth-Gorge-Mt-Deborah-Northwest-Ridge-First-Alpine-Style-Ascent,-147.2372222,"Alaska, Mt. Deborah",2000
37.4149431,http://publications.americanalpineclub.org/articles/12200417100/North-America-United-States-California-Sierra-Nevada-East-Fuller-Butte-Walking-with-Walt,-119.2837376,"California, East Fuller Butte",2004
42.7861064,http://publications.americanalpineclub.org/articles/12199414903/North-America-United-States-Wyoming-P-12258-West-Face-Wind-River-Range,-109.2038122,"Lizard Head, WY",1994
61.7405556,http://publications.americanalpineclub.org/articles/12199514202/North-America-United-States-Alaska-Exploratory-Mountaineering-in-the-Revelation-Mountains,-154.1616667,Revelation Mountains,1995
42.7006564,http://publications.americanalpineclub.org/articles/12199516702/North-America-United-States-Wyoming-Continental-Towers-Wind-River-Range,-109.1532913,"Little Sandy Creek, WY",1995
36.7808162,http://publications.americanalpineclub.org/articles/12197135103/Charlotte-Dome-East-Face,-118.4835614,"Charlotte Dome, CA",1971
36.1682812,http://publications.americanalpineclub.org/articles/12197135602/North-America-United-States-California-Sierra-Nevada-Hermit-Spire-South-Face,-118.516895,"Hermit Spire, CA",1971
46.2023685,http://publications.americanalpineclub.org/articles/12197211300/North-America-United-States-WashingtonCascade-Mountains-Mount-Adams-Klickitat-Face,-121.4910493,"Washington, Mount Adams",1972
48.9564515,http://publications.americanalpineclub.org/articles/12197211505/North-America-United-States-WashingtonCascade-Mountains-Mount-Redoubt-Northeast-Face,-121.3203829,"Mount Redoubt, WA",1972
37.4646648,http://publications.americanalpineclub.org/articles/12197212301/North-America-United-States-CaliforniaSierra-Nevada-Balloon-Dome-Northeast-Face,-119.226791,"California, Balloon Dome",1972
52.0583333,http://publications.americanalpineclub.org/articles/12197416603/North-America-Canada-Coast-Range-Mount-Jacobsen-East-Face-of-East-Peak,-126.1866666,"Canada, Mount Jacobsen",1974
49.7872222,http://publications.americanalpineclub.org/articles/12197515101/North-America-Canada-Interior-Ranges-West-Molar-South-Face,-117.6219444,"Canada, West Molar",1975
37.4646648,http://publications.americanalpineclub.org/articles/12200713900/North-America-United-States-California-Sierra-Nevada-Balloon-Dome-Various-Ascents,-119.226791,"California, Balloon Dome",2007
43.9939484,http://publications.americanalpineclub.org/articles/12195354600/North-America-United-States-South-Dakota-Black-Hills,-103.7717686,"South Dakota, Black Hills",1953
48.4812729,http://publications.americanalpineclub.org/articles/12195515200/North-America-US-Washington-Cascades-Mt-Goode-by-Catamaran,-120.9295256,"Mount Goode, WA",1955
47.490411,http://publications.americanalpineclub.org/articles/12195714500/North-America-United-States-Washington-The-Temple-Kangaroo-Ridge-Cascades,-120.7777519,"The Temple, WA",1957
46.868163,http://publications.americanalpineclub.org/articles/12195807802/North-America-United-States-Washington-Mowich-Face,-121.7917651,"Washington, Mowich Face",1958
47.473581,http://publications.americanalpineclub.org/articles/12196136200/North-America-United-States-WashingtonCascades-Mount-Stuart-East-Face,-120.9129082,"Mount Stuart, WA",1961
46.821944,http://publications.americanalpineclub.org/articles/12196220400/North-America-United-States-Washington-Cascade-Mountains-Mount-Adams-North-Wilson-Glacier,-121.7525,"Washington, North Wilson Glacier",1962
42.6972508,http://publications.americanalpineclub.org/articles/12196222300/North-America-United-States-Wyoming-Southern-Wind-River-Range-First-Ascents-and-New-Routes,-109.1769481,"Mount Temple, WY",1962
43.9533,http://publications.americanalpineclub.org/articles/12196348101/North-America-United-States-Idaho-Sawtooth-Range-Seven-Pinnacles-on-Verita-Ridge,-114.9906,"Idaho, Sawtooth Range",1963
49.686667,http://publications.americanalpineclub.org/articles/12196349800/North-America-Canada-Coast-Ranges-Squamish-Chief-via-Angels-Crest,-123.135,"Canada, Squamish Chief",1963
51.7483333,http://publications.americanalpineclub.org/articles/12196350000/North-America-Canada-Canadian-Rockies-Mount-Patterson-East-Buttress,-116.575,"Canada, Mount Patterson",1963
42.5349663,http://publications.americanalpineclub.org/articles/12196418400/North-America-United-States-WyomingTetons-Ayres-Crag-Number-Five,-104.3616162,"Wyoming, Tetons",1964
42.875725,http://publications.americanalpineclub.org/articles/12196419202/North-America-United-States-WyomingWind-Rivers-Musembeah-Peak-West-Buttress,-109.308693,"Musembeah Peak, WY",1964
50.7295755,http://publications.americanalpineclub.org/articles/12196419900/North-America-Canada-Interior-Ranges-Pigeon-Spire-Southeast-Face,-116.8001854,"Pigeon Spire, Canada",1964
48.5122222,http://publications.americanalpineclub.org/articles/12196613300/North-America-United-States-WashingtonCascade-Mountains-Early-Winter-Spires,-120.6552777,"Washington, Early Winter Spires",1966
51.3722455,http://publications.americanalpineclub.org/articles/12196615300/North-America-Canada-Coast-Range-New-Routes-on-Mount-Waddington-and-Stiletto-Peak,-125.2797747,Mount Waddington,1966
53.1104845,http://publications.americanalpineclub.org/articles/12196615800/Winter-Ascent-of-Mount-Robson,-119.1565461,Mount Robson,1966
48.3044665,http://publications.americanalpineclub.org/articles/12196813702/North-America-United-States-WashingtonCascade-Mountains-Gunsight-Peak-Blue-Mountain-New-Routes-on-the-North-and-Center-Peaks,-121.013349,"Gunsight Peak, WY",1968
48.9901486,http://publications.americanalpineclub.org/articles/12196939001/North-America-United-States-Washington-Cascade-Mountains-Cathedral-Peak-Okanogan-South-Face,-120.1887075,"Washington, Cathedral Peak (Okanogan)",1969
59.1879077,http://publications.americanalpineclub.org/articles/12197716900/North-America-United-States-Alaska-Mount-Emmerich-Chilkat-Mountains-Alaska-Coast-Mountains,-135.7335257,"Mount Emmerich, AK",1977
36.5686768,http://publications.americanalpineclub.org/articles/12197852703/North-America-United-States-California-Sierra-Nevada-Angel-Wings-South-Face,-118.5887995,"Hamilton Lake, CA",1978
52.7127218,http://publications.americanalpineclub.org/articles/12198056300/North-America-Canada-Canadian-Rockies-Turret-Mountain-and-Mount-Geikie-The-Ramparts,-118.4005506,"Canada, The Ramparts",1980
48.8365136,http://publications.americanalpineclub.org/articles/12198416101/North-America-United-States-Washington-Cascade-Mountains-Nooksack-Tower-Winter-Ascent,-121.5865278,"Washington, Nooksack Tower",1984
50.0439112,http://publications.americanalpineclub.org/articles/12198419101/North-America-Canada-Mount-Lees-Purcells-and-Ibex-Peak-North-Cascades,-116.498447,"Mount Lees, Canada",1984
56.2338888,http://publications.americanalpineclub.org/articles/12198618301/North-America-Canada-Canadian-Coast-Range-Mount-Pattullo,-129.6575,"Canada, Mount Pattullo",1986
52.0216666,http://publications.americanalpineclub.org/articles/12198618302/North-America-Canada-Canadian-Coast-Range-Ogre-Mountain-and-War-Drum-Peak-Bella-Coola-Area,-126.295,Ogre Mountain,1986
52.1527777,http://publications.americanalpineclub.org/articles/12199017902/Canada-British-Columbia-Coast-Range-Mount-Styx-Bella-Coola-Range-British-Columbia-1988,-126.3877777,"Canada, Mount Styx",1990
51.733901,http://publications.americanalpineclub.org/articles/12200226400/North-America-Canada-Adamant-Range-Gothic-Peak-South-Face-The-Stickle-South-Face,-117.9004428,"Canada, Gothic Peak",2002
48.132372,http://publications.americanalpineclub.org/articles/12197011802/North-America-United-States-Washington-Cascade-Mountains-Witch-Doctor-Wall,-121.6135588,"Washington, Cascade Mountains",1970
36.1094,http://publications.americanalpineclub.org/articles/12197135500/North-America-United-States-California-Sierra-Nevada-Warlock-Needle-South-Face,-118.4933078,"The Needles, CA",1971
36.9812039,http://publications.americanalpineclub.org/articles/12197136900/North-America-United-States-Arizona-Eagle-Rock-Spire-Monument-Valley,-110.264187,"Monument Valley, AZ",1971
50.7300237,http://publications.americanalpineclub.org/articles/12197138901/North-America-Canada-Interior-Ranges-North-Howser-Tower-Southwest-Face-Bugaboos,-116.8308858,Howser Spire,1971
36.5616014,http://publications.americanalpineclub.org/articles/12197212202/North-America-United-States-CaliforniaSierra-Nevada-Lone-Pine-Peak-Bastille-Buttress,-118.2250896,"California, Lone Pine Peak",1972
36.1094,http://publications.americanalpineclub.org/articles/12197135500/North-America-United-States-California-Sierra-Nevada-Warlock-Needle-South-Face,-118.4933078,"The Needles, CA",1972
49.0255979,http://publications.americanalpineclub.org/articles/12196406600/The-North-Face-of-Mt-Slesse,-121.6270497,"Mount Slesse, Canada",1964
47.779273,http://publications.americanalpineclub.org/articles/12196130200/The-North-Face-of-Mount-Baring,-121.4356595,Mount Baring,1961
62.964419,http://publications.americanalpineclub.org/articles/12196529900/The-Mooses-Tooth,-150.6520652,"Moose's Tooth, AK",1965
30.3790434,http://publications.americanalpineclub.org/articles/12200741000/Asia-China-Sichuan-Daxue-Shan-Haizi-Shan-Northeast-Ridge-Attempt,101.6668058,Yala Peak,2007
43.9533,http://publications.americanalpineclub.org/articles/12194922003/United-States-Idaho-First-Ascents-in-the-Sawtooth-Range,-114.9906,Sawtooth Range,1949
48.511558,http://publications.americanalpineclub.org/articles/12195117200/North-America-United-States-Washington-Cascade-Mountains-South-Face-of-Forbidden-Peak,-121.0929969,"Forbidden Peak, WA",1951
47.46009,http://publications.americanalpineclub.org/articles/12195117300/North-America-United-States-Washington-Cascade-Mountains-New-Ascents-in-the-Cashmere-Crags,-120.7736281,"Washington, Cascade Mountains",1951
48.4829513,http://publications.americanalpineclub.org/articles/12195417100/North-America-United-States-Washington-Cascades-New-Climbs,-120.9460479,"Mount Goode, WA",1954
48.1373508,http://publications.americanalpineclub.org/articles/12195808200/North-America-United-States-Washington-North-Face-of-Mount-Maude,-120.8039882,Mount Maude,1958
46.6308333,http://publications.americanalpineclub.org/articles/12196220900/North-America-United-States-Washington-Cascade-Mountains-Kloochman-Rock-Main-Summit,-121.0922222,"Washington, Kloochman Rock",1962
44.1010172,http://publications.americanalpineclub.org/articles/12196221300/North-America-United-States-Idaho-Mount-Heyburn-North-Face,-114.9761938,"Idaho, Mount Heyburn",1962
42.71053,http://publications.americanalpineclub.org/articles/12196222200/North-America-United-States-Wyoming-Wind-River-Range-Lost-Temple,-109.1740693,"East Temple Peak, WY",1962
50.7272459,http://publications.americanalpineclub.org/articles/12196224100/North-America-Canada-Bugaboos-South-Tower-of-Howser-Spire-East-Face,-116.8261636,"South Howser Spire, Canada",1962
46.2023685,http://publications.americanalpineclub.org/articles/12196346902/North-America-United-States-Washington-Cascade-Mountains-Mount-Adams-East-Face-Direct-via-Victory-Ridge,-121.4910493,"Washington, Mount Adams",1963
40.526616,http://publications.americanalpineclub.org/articles/12196348202/North-America-United-States-Utah-Lone-Peak-Direct-West-Face-Wasatch-Mountains,-111.7560417,"Utah, Lone Peak",1963
36.5784991,http://publications.americanalpineclub.org/articles/12196417902/North-America-United-States-CaliforniaSierra-Nevada-East-Face-of-Day-Needle-Mount-Whitney,-118.29226,"California, Mount Whitney",1964
44.1189902,http://publications.americanalpineclub.org/articles/12196418302/North-America-United-States-Utah-Sawtooth-Dome-West-Face-Sawtooth-Range,-114.968793,"Redfish Lake, ID",1964
42.7899802,http://publications.americanalpineclub.org/articles/12196419002/North-America-United-States-WyomingWind-Rivers-Lizard-Head-East-Face,-109.2146269,"Lizard Head, WY",1964
50.73,http://publications.americanalpineclub.org/articles/12196419800/North-America-Canada-Interior-Ranges-Howser-Spire-West-Face-Bugaboos,-116.8133333,"Canada, Howser Spire",1964
49.686667,http://publications.americanalpineclub.org/articles/12196615500/North-America-Canada-Coast-Range-Squamish-Chief-Direct-West-Face,-123.135,"Canada, Squamish Chief",1966
50.7366666,http://publications.americanalpineclub.org/articles/12196817303/North-America-Canada-Purcell-Range-Snowpatch-Spire-Direct-West-Face,-116.7816666,"Canada, Snowpatch Spire",1968
49.686667,http://publications.americanalpineclub.org/articles/12196818002/North-America-Canada-Canadian-Coast-Ranges-Squamish-Chief-Zodiac-Wall,-123.135,"Canada, Squamish Chief",1968
48.5122222,http://publications.americanalpineclub.org/articles/12196938700/North-America-United-States-Washington-Cascade-Mountains-Early-Winter-Spires-South-Spire-Direct-East-Buttress,-120.6552777,"Washington, South Spire",1969
63.62,http://publications.americanalpineclub.org/articles/12197716100/North-America-United-States-Alaska-Mount-Hayes-Southwest-Face-of-the-South-Summit,-146.7161111,"Alaska, Mount Hayes",1977
51.8994444,http://publications.americanalpineclub.org/articles/12197920602/North-America-Canada-Canadian-Coast-Range-Mount-Monarch-South-Ridge-1977,-125.8761111,"Canada, Mount Monarch",1979
51.1566666,http://publications.americanalpineclub.org/articles/12198521600/North-America-Canada-British-ColumbiaCoast-Range-Pointer-Peak-East-Buttress,-125.1416666,"Canada, Pointer Peak",1985
67.4219444,http://publications.americanalpineclub.org/articles/12199820601/North-America-United-States-Alaska-Brooks-Range-Arrigetch-Peaks-Various-Ascents,-154.2177778,"Alaska, Arrigetch Peaks",1998
61.7405556,http://publications.americanalpineclub.org/articles/12200121502/Peak-9650-Ice-Schooner-New-Route-and-Various-Activity,-154.1616667,Revelation Mountains,2001
51.8766666,http://publications.americanalpineclub.org/articles/12200423102/North-America-Canada-Coast-Mountains-Princess-Mountain-Northeast-Buttress,-125.9933333,"Canada, Princess Mountain",2004
29.9492667,http://publications.americanalpineclub.org/articles/12199426902/Asia-Southwestern-China-Lamo-she-Daxue-Shan-Sichuan,101.979788,"Lamo-She, China",1994
36.5054832,http://publications.americanalpineclub.org/articles/12197012301/North-America-United-States-California-Sierra-Nevada-Castle-Rock-Spire-West-Face,-118.7211997,"Castle Rocks, CA",1970
51.0166666,http://publications.americanalpineclub.org/articles/12197344602/North-America-Canada-Coast-Range-Mount-Winstone,-123.7116666,"Canada, Mount Winstone",1973
60.62,http://publications.americanalpineclub.org/articles/12200519600/North-America-United-States-Alaska-Neacola-Mountains-Chakachamna-Peak-South-Face-to-Near-Summit,-154.08,"Alaska, Neacola Mountains",2005
52.0916666,http://publications.americanalpineclub.org/articles/12200521600/North-America-Canada-British-Columbia-Coast-Mountains-Mt-Talchako-Northeast-Ridge,-126.0158333,"Canada, Mt. Talchako",2005
27.9595642,http://publications.americanalpineclub.org/articles/12195602100/Solo-Khumbu-Climbs-First-Ascents-After-Lhotse,86.7548386,"Labuje, Nepal",1956
60.0856751,http://publications.americanalpineclub.org/articles/12196726500/Mount-SeattleFrom-Sea-to-Summit,-139.476694,Mt. Seattle,1967
50.73,http://publications.americanalpineclub.org/articles/12196205700/West-Face-of-the-South-Tower-of-Howser-Spire,-116.8133333,Howser Spire,1962
52.6783559,http://publications.americanalpineclub.org/articles/12196340300/A-Rampart-Wall-Oubliettes-East-Face,-118.3058858,"Oubliette, Canada",1963
47.4751619,http://publications.americanalpineclub.org/articles/12195714400/North-America-United-States-Washington-North-Arte-of-Mount-Stuart-Cascades,-120.9382497,"Mount Stuart, WA",1957
48.7682175,http://publications.americanalpineclub.org/articles/12195714602/North-America-United-States-Washington-North-Face-Cascades,-121.8944188,"Lincoln Peak, WA",1957
45.3792846,http://publications.americanalpineclub.org/articles/12196012205/North-America-United-States-Oregon-Mount-Hood-Yokum-Ridge,-121.7392435,"Oregon, Yokum Ridge",1960
51.2630555,http://publications.americanalpineclub.org/articles/12196223902/North-America-Canada-Interior-Ranges-Selkirk-Mountains-Mount-Sir-Donald-North-Face,-117.4313888,"Canada, Mount Sir Donald",1962
43.3829556,http://publications.americanalpineclub.org/articles/12196614300/North-America-United-States-WyomingWind-River-Range-Square-Top-East-Face,-109.7492399,"Square Top Mountain, WY",1966
52.6867322,http://publications.americanalpineclub.org/articles/12196615900/North-America-Canada-Canadian-Rockies-Mount-Redoubt-East-Face-Ramparts,-118.334347,"Mount Redoubt, Canada",1966
52.4012724,http://publications.americanalpineclub.org/articles/12196941002/North-America-Canada-Canadian-Rockies-Mount-Hooker-Northeast-Face,-118.1296592,"Mount Hooker, Canada",1969
42.8232305,http://publications.americanalpineclub.org/articles/12198055202/North-America-United-States-Wyoming-Wind-River-Range-Orions-Reflection,-109.1553119,"Cathedral Lake, WY",1980
57.4316666,http://publications.americanalpineclub.org/articles/12199823402/North-America-Canada-British-Columbia-Stikine-Ice-Cap-Noel-Peak-West-Face-and-Mt-Ratz-West-Face,-132.3599999,"Canada, Noel Peak",1998
30.5009976,http://publications.americanalpineclub.org/articles/12199835500/Asia-China-Sichuan-Province-Daxue-Shan-Various-Ascents,101.4834776,"Daxue Shan, China",1998
60.2933333,http://publications.americanalpineclub.org/articles/12200122500/North-America-United-States-Alaska-St-Elias-Mountains-Oasis-Peak-First-Ascent,-140.9294444,"Alaska, St. Elias Mountains",2001
28.355948,http://publications.americanalpineclub.org/articles/12200140700/Asia-China-Kun-Lun-Shan-Jambeyang-Attempt,100.355884,"Jambeyang, China",2001
43.1247018,http://publications.americanalpineclub.org/articles/12197013602/North-America-United-States-Wyoming-Wind-River-Range-Ellingwood-North-Face-Fremont-West-Face-Sacajawea-West-Face-Arrowhead-South-Face-Raid-Peak-East-Face-Raid-Peak-East-Face-Peak-365-East-Face,-109.6354782,"Fremont Peak, WY",1970
52.6683333,http://publications.americanalpineclub.org/articles/12196205300/The-North-Wall-of-Mount-Edith-Cavell,-118.0566666,Mount Edith Cavell,1962
42.7627926,http://publications.americanalpineclub.org/articles/12196342100/New-Climbs-in-the-Wind-River-Range,-109.2340539,"Warrior Peak, WY",1963
36.9185529,http://publications.americanalpineclub.org/articles/12196406800/Tehipite-Dome,-118.7809375,Tehipite Dome,1964
57.387454,http://publications.americanalpineclub.org/articles/12196532000/West-of-the-Stikine-Part-II,-132.3283531,"Mount Ratz, Canada",1965
37.2597382,http://publications.americanalpineclub.org/articles/12196808100/Northwest-Face-of-the-Great-White-Throne,-112.9496092,"Great White Throne, UT",1968
57.2663888,http://publications.americanalpineclub.org/articles/12197330900/Mount-Hickman,-131.1124999,Mount Hickman,1973
42.710508,http://publications.americanalpineclub.org/articles/12196222002/North-America-United-States-Wyoming-Wind-River-Range-East-Temple,-109.1565168,"Wyoming, East Temple",1962
58.8511111,http://publications.americanalpineclub.org/articles/12198049000/The-Sirens-of-Mount-Salisbury,-137.3702778,Mount Salisbury,1980
48.9472222,http://publications.americanalpineclub.org/articles/12200615000/North-America-United-States-Washington-Southeast-Max-Peak-Devils-Club-to-Top-of-East-Face,-121.2569444,Southeast Mox Peak,2006
50.7300237,http://publications.americanalpineclub.org/articles/12194913400/A-Bugaboo-Adventure,-116.8092191,"Pidgeon Spire, Canada",1949
49.686667,http://publications.americanalpineclub.org/articles/12196736600/North-America-Canada-British-Columbia-Squamish-Chief,-123.135,"Canada, Squamish Chief",1967
48.5154284,http://publications.americanalpineclub.org/articles/12194802500/First-Ascents-in-the-Coast-Range-of-British-Columbia,-120.666657,"Liberty Bell, WA",1948
63.0692012,http://publications.americanalpineclub.org/articles/12195507000/McKinley-Northwest-Buttress,-151.077195,"Denali, AK",1955
50.7366903,http://publications.americanalpineclub.org/articles/12196001700/Bugaboo-Adventures,-116.7992191,"Snowpatch Spire, Canada",1960
58.9108473,http://publications.americanalpineclub.org/articles/12197401100/An-Alpine-Traverse-of-Fairweather-and-Quincy-Adams,-137.6115119,"Mount Fairweather, AK",1974
27.9601397,http://publications.americanalpineclub.org/articles/12195600700/Lhotse-1955,86.9238282,"Lhotse, Nepal",1956
47.7745925,http://publications.americanalpineclub.org/articles/12194604300/Cascade-Climbs-1945-North-Peak-of-Mount-Index,-121.6160467,"Mount Index, WA",1946
60.2856564,http://publications.americanalpineclub.org/articles/12195043600/Around-Russell-Fiord,-139.9466975,"Mount Vancouver, AK",1950
48.9262809,http://publications.americanalpineclub.org/articles/12196806700/The-North-Face-of-Bear-Mountain,-121.3709905,"Bear Mountain, WA",1968
63.637121,http://publications.americanalpineclub.org/articles/12197629500/Deborah,-147.2690064,"Mount Deborah, AK",1976
43.1247018,http://publications.americanalpineclub.org/articles/12197708200/Fremont-and-Helen,-109.6354782,"Fremont Peak, WY",1977
62.425711,http://publications.americanalpineclub.org/articles/12198047300/Northwest-Face-of-Kichatna-Spire,-152.7169991,Kichatna Spire,1980
52.2472728,http://publications.americanalpineclub.org/articles/12198112300/Clemenceaus-Northeast-Arte,-118.0282668,"Mount Clemenceau, Canada",1981
50.730023,http://publications.americanalpineclub.org/articles/12197206100/The-West-Face-of-Howser-Spire,-116.8133333,Howser Spire,1972
58.7294836,http://publications.americanalpineclub.org/articles/12195044100/In-Spirit-Land,-133.8742884,"Devils Paw, AK",1950
62.9508658,http://publications.americanalpineclub.org/articles/12195503900/Mt-Deborah-and-Mt-Hunter-First-Ascents,-151.1596553,"Mount Hunter, AK",1955
43.8352104,http://publications.americanalpineclub.org/articles/12196341000/Mount-Moran-1922-1962,-110.7763248,Mount Moran,1963
51.3722455,http://publications.americanalpineclub.org/articles/12194302900/Climbing-and-Skiing-in-the-Waddington-Area,-125.2797747,Mount Waddington,1943
57.045042,http://publications.americanalpineclub.org/articles/12194726900/West-of-the-Stikine,-132.1143778,"Kates Needle, AK",1947
52.5166666,http://publications.americanalpineclub.org/articles/12194911500/The-First-Ascent-of-Brussels-Peak,-117.8222222,Brussels Peak,1949
47.4873554,http://publications.americanalpineclub.org/articles/12194924800/First-Ascents-in-the-Cashmere-Crags,-120.7994188,"Prussik Pass, WA",1949
51.4717063,http://publications.americanalpineclub.org/articles/12194927400/More-First-Ascents-in-the-Coast-Range-of-British-Columbia,-125.3701052,"Mount Roovers, Canada",1949
36.6867244,http://publications.americanalpineclub.org/articles/12196605200/A-Desert-ChallengeShiprock,-108.8715396,"Shiprock, AZ",1966
43.9533,http://publications.americanalpineclub.org/articles/12195041500/Sixth-Class-Climbing-in-the-Sawtooth-Range,-114.9906,Sawtooth Range,1950
62.9677778,http://publications.americanalpineclub.org/articles/12196528900/Mount-Huntington,-150.8963889,Mount Huntington,1965
